Lead_Id,Request_Hour,Request_Weekday,Request_MonthDay,Within24,Within48,Within72,WithinWeek,WithinWeeks,WithinMonth,ContactByEmail,ContactByTelephone,DistanceToDealer,Sale_or_NoSale,LeadProvider_Id,FirstNamePresent,LastNamePresent,AddressPresent,CityPresent,EmailPresent,TelephonePresent,PersonalInfo_Total,EmailUserNameLength,EmailUserNameBelievable,FIRST_NAME_LENGTH,FirstNameBelievable,LAST_NAME_LENGTH,LastNameBelievable,NameBelievable,NumberOfTelephones,Status,YearOfCarModel,Manufacturer,Model,ModelYearPresent,ManufacturerPresent,ModelPresent,TradeInModelYear,City,State
795,14,5,12,0,0,0,0,0,1,0,1,43.3,0,LP003,1,1,1,1,1,1,6,8,0,8,1,4,1,1,1,NEW,2008,Hyundai,Sonata,1,1,1,2001,Valencia,CA
154,15,7,7,0,0,0,0,0,1,0,1,27.264,0,LP007,1,1,1,1,1,1,6,8,0,5,1,10,1,1,1,NEW,2009,Suzuki,Aerio,1,1,1,2003,San Francisco,CA
851,15,1,10,0,0,0,0,0,1,0,1,8.15,0,LP007,1,1,1,1,1,1,6,14,0,8,1,6,1,1,2,NEW,2008,Lotus,L1,1,1,1,2002,Foley,AL
511,16,6,12,0,0,0,0,1,0,0,1,33.69,0,LP007,1,1,1,1,1,1,6,6,0,4,1,5,1,1,1,NEW,2009,Hyundai,Accent,1,1,1,2007,Los Angeles,CA
852,19,1,6,0,0,0,0,0,1,0,1,43.72,0,LP009,1,1,1,1,1,1,6,11,0,9,1,6,1,1,2,NEW,2008,Suzuki,Aerio,1,1,1,1996,Valencia,CA
147,12,6,30,0,0,0,0,0,1,0,1,33.22,0,LP010,1,1,1,1,1,1,6,12,0,9,1,7,1,1,2,NEW,2008,Toyota,Corolla,1,1,1,2006,Los Angeles,CA
853,13,5,3,0,0,0,0,0,1,0,1,44.67,0,LP003,1,1,1,1,1,1,6,8,0,5,1,4,1,1,1,NEW,2008,Suzuki,Reno,1,1,1,2004,Conway,AR
797,11,5,12,0,1,0,0,0,0,0,1,76.39,0,LP008,1,1,1,1,1,1,6,12,0,4,1,7,1,1,1,USED,1995,Suzuki,Aerio,1,1,1,1998,Las Vegas,NM
248,9,3,14,0,0,0,1,0,0,0,1,127.29,0,LP005,1,1,1,1,1,1,6,15,0,8,1,6,1,1,1,USED,2000,Hyundai,Accent,1,1,1,1997,Wassila,AK
611,8,1,5,0,0,0,0,0,1,0,1,34.06,0,LP001,1,1,1,1,1,1,6,7,0,6,1,4,1,1,1,NEW,2009,Lotus,L1,1,1,1,2008,Courtland,CA
796,15,4,13,0,0,0,0,0,1,0,1,42.43,0,LP003,1,1,1,1,1,1,6,8,0,7,1,9,1,1,1,NEW,2008,BMW,7 Series,1,1,1,2004,Marion,AR
103,18,7,14,0,0,0,0,1,0,0,1,39.3,0,LP007,1,1,1,1,1,1,6,13,0,2,1,4,1,1,1,NEW,2008,Hyundai,Sonata,1,1,1,1999,Las Vegas,NM
591,8,1,1,0,0,0,0,0,1,0,1,43.9,0,LP002,1,1,1,1,1,1,6,8,0,7,1,6,1,1,1,NEW,2008,Suzuki,Reno,1,1,1,2008,Meas,AZ
798,23,5,5,0,0,0,0,0,1,0,1,30.96,0,LP010,1,1,1,1,1,1,6,9,0,7,1,8,1,1,1,NEW,2008,Suzuki,Reno,1,1,1,1997,New York,NY
533,8,7,6,0,0,0,0,0,0,0,1,27.264,0,LP008,1,1,0,1,1,1,5,6,0,4,1,8,1,1,2,USED,2004,Audi,A3,1,1,1,2002,Globe,AZ
971,14,3,2,0,0,0,0,0,0,0,1,887.44,0,LP005,1,1,1,1,1,1,6,7,0,6,1,6,1,1,1,NEW,2009,BMW,Z4,1,1,1,2000,Farmington,NM
991,23,2,1,0,0,0,0,0,1,0,1,29.52,0,LP002,1,1,1,1,1,1,6,8,0,6,1,3,1,1,1,NEW,2009,Volvo,C70,1,1,1,1996,Valencia,CA
992,1,4,15,0,0,0,0,1,0,0,1,848.03,0,LP005,1,1,1,1,1,1,6,13,0,4,1,9,1,1,1,USED,2003,Toyota,Camry,1,1,1,1997,New York,NY
105,12,3,22,0,0,0,0,0,1,0,1,42.26,0,LP002,1,1,1,1,1,1,6,17,0,8,1,6,1,1,2,NEW,2008,Audi,A8,1,1,1,2007,Elberta,AL
106,11,6,13,0,0,0,0,0,1,0,1,50.92,0,LP005,1,1,1,1,1,1,6,11,0,5,1,5,1,1,2,NEW,2008,Jaguar,X-Type,1,1,1,2002,Payson,AZ
993,17,6,20,0,0,0,0,0,1,0,1,54.63,0,LP008,1,1,1,1,1,1,6,11,0,4,1,6,1,1,1,NEW,2008,Jaguar,XF,1,1,1,2008,Lake City,AR
427,11,5,26,0,0,0,0,0,1,0,1,47.87,0,LP003,1,1,1,1,1,1,6,13,0,6,1,7,1,1,2,NEW,2008,Honda,Fit,1,1,1,1998,Pell City,AL
292,11,2,30,0,0,0,0,0,1,0,1,51.16,0,LP002,1,1,1,1,1,1,6,8,0,9,1,11,1,1,2,NEW,2008,Honda,Accord1,1,1,1,2001,Los Angeles,CA
794,15,3,12,0,0,0,0,0,1,0,1,50.91,0,LP009,1,1,1,1,1,1,6,15,0,8,1,6,1,1,2,NEW,2008,Acura,TL,1,1,1,2001,North Pole,AK
994,10,3,22,0,0,0,0,1,0,0,1,12.4,0,LP002,1,1,1,1,1,1,6,8,0,4,1,14,1,1,1,NEW,2008,BMW,X6,1,1,1,2003,Foley,AL
961,10,6,6,0,0,0,0,1,0,0,1,27.264,0,LP005,1,1,1,1,1,1,6,8,0,5,1,5,1,1,1,NEW,2008,Volvo,C30,1,1,1,1996,Los Angeles,CA
891,9,6,25,0,0,0,0,0,0,0,1,8.77,0,LP003,1,1,1,1,1,1,6,9,0,6,1,7,1,1,1,NEW,2008,Toyota,Camry,1,1,1,2001,Foley,AL
192,15,6,11,0,0,0,0,1,0,0,1,50.45,0,LP003,1,1,1,1,1,1,6,12,0,5,1,6,1,1,1,USED,2008,Audi,A4,1,1,1,1999,Foley,AL
512,15,3,4,0,0,0,0,0,1,0,1,27.264,0,LP006,1,1,1,1,1,1,6,10,0,3,1,5,1,1,1,NEW,2009,BMW,Z4,1,1,1,2006,Globe,AZ
951,6,3,17,0,0,0,0,1,0,0,1,51.54,0,LP001,1,1,1,1,1,1,6,8,0,7,1,7,1,1,1,NEW,2008,Suzuki,Aerio,1,1,1,1998,Albany,NY
1217,15,3,17,0,0,0,0,1,0,0,1,52.13,0,LP007,1,1,1,1,1,1,6,8,0,7,1,5,1,1,1,NEW,2008,Acura,RL,1,1,1,2006,Courtland,CA
508,16,2,9,0,0,0,0,1,0,0,1,55.49,0,LP001,1,1,1,1,1,1,6,8,0,5,1,7,1,1,1,NEW,2008,Toyota,Highlander,1,1,1,2008,New York,NY
326,14,5,12,0,0,0,0,1,0,0,1,51.12,0,LP006,1,1,1,1,1,1,6,8,0,5,1,6,1,1,1,NEW,2008,Infiniti,G35,1,1,1,2007,Meas,AZ
995,13,2,14,0,0,0,1,0,0,0,1,87.62,0,LP002,1,1,1,1,1,1,6,18,0,6,1,5,1,1,2,USED,2006,Suzuki,XL7,1,1,1,2008,Elberta,AL
799,16,3,17,0,0,0,1,0,0,0,1,52.67,0,LP005,1,1,1,1,1,1,6,13,0,5,1,7,1,1,2,NEW,2008,Toyota,Camry,1,1,1,2007,New York,NY
522,19,3,9,0,0,0,0,0,0,0,1,850.48,0,LP003,1,1,1,1,1,1,6,16,0,6,1,6,1,1,1,USED,2005,Infiniti,G37,1,1,1,1999,Payson,AZ
249,18,5,22,0,0,0,0,1,0,0,1,39.25,0,LP005,1,1,1,1,1,1,6,14,0,5,1,4,1,1,1,NEW,2008,BMW,7 Series,1,1,1,2002,Meas,AZ
558,11,2,11,0,0,0,0,0,1,0,1,36.58,0,LP010,1,1,1,1,1,1,6,5,0,6,1,6,1,1,1,NEW,2008,Lotus,L2,1,1,1,2006,Wassila,AK
1041,12,2,11,0,0,0,0,0,1,0,1,27.43,0,LP010,1,1,1,1,1,1,6,11,0,5,1,7,1,1,2,NEW,2008,Audi,A6,1,1,1,1997,Foley,AL
1216,14,4,18,0,0,0,0,0,0,0,1,67.46,0,LP009,1,1,1,1,1,1,6,9,0,6,1,4,1,1,1,USED,2002,Suzuki,XL7,1,1,1,1996,Pell City,AL
682,16,4,8,0,0,0,0,1,0,0,1,27.264,0,LP005,1,1,1,1,1,1,6,5,0,5,1,7,1,1,1,NEW,2009,Toyota,Avalon,1,1,1,2000,Las Vegas,NM
386,16,6,3,0,0,0,0,0,1,0,1,44.07,0,LP008,1,1,1,1,1,1,6,8,0,4,1,4,1,1,1,NEW,2009,Lexus,ES,1,1,1,2005,Hondo,NM
104,8,2,14,0,0,0,0,0,1,0,1,40.03,0,LP006,1,1,1,1,1,1,6,14,0,8,1,6,1,1,1,NEW,2008,Volvo,C70,1,1,1,1998,Payson,AZ
972,18,3,1,0,0,0,0,0,1,0,1,38.06,0,LP006,1,1,1,1,1,1,6,9,0,7,1,6,1,1,1,NEW,2009,Lotus,L2,1,1,1,1997,Los Angeles,CA
560,17,6,12,0,0,0,0,0,1,0,1,43.27,0,LP006,1,1,1,1,1,1,6,8,0,6,1,6,1,1,1,NEW,2009,Infiniti,QX4,1,1,1,1998,New York,NY
793,9,6,30,0,0,0,0,0,1,0,1,29.03,0,LP005,1,1,1,1,1,1,6,11,0,5,1,5,1,1,2,NEW,2008,Volvo,C30,1,1,1,2003,Marion,AR
107,11,4,18,0,0,0,0,0,1,0,1,28.6,0,LP001,1,1,1,1,1,1,6,9,0,5,1,7,1,1,2,NEW,2008,Infiniti,QX4,1,1,1,1997,Elberta,AL
108,11,2,7,0,0,0,0,0,1,0,1,33.43,0,LP001,1,1,1,1,1,1,6,9,0,7,1,3,1,1,2,NEW,2008,Hyundai,Sonata,1,1,1,1997,Las Vegas,NM
973,20,2,2,0,0,0,0,0,1,0,1,28.63,0,LP010,1,1,1,1,1,1,6,12,0,4,1,7,1,1,1,NEW,2008,Toyota,Camry,1,1,1,2001,Farmington,NM
861,22,2,23,0,0,0,0,0,1,0,1,33.15,0,LP008,1,1,1,1,1,1,6,15,0,8,1,5,1,1,2,NEW,2008,Lotus,L1,1,1,1,1997,Payson,AZ
428,15,2,29,0,0,0,0,0,1,0,1,29.63,0,LP005,1,1,1,1,1,1,6,8,0,3,1,8,1,1,1,NEW,2009,Jaguar,XF,1,1,1,2000,Meas,AZ
854,20,4,8,0,0,0,0,0,0,0,1,212.85,0,LP007,1,1,1,1,1,1,6,8,0,5,1,9,1,1,1,NEW,2008,Toyota,Highlander,1,1,1,2008,Pell City,AL
167,12,1,23,0,0,0,0,0,0,0,1,219.93,0,LP008,1,1,1,1,1,1,6,8,0,5,1,6,1,1,1,USED,2004,Toyota,Highlander,1,1,1,1999,Lake City,AR
892,22,5,12,0,0,0,1,0,0,0,1,1134.1,0,LP002,1,1,1,1,1,1,6,9,0,5,1,5,1,1,1,USED,2000,BMW,Z4,1,1,1,1996,San Francisco,CA
974,22,1,5,0,0,0,0,0,0,0,1,176.46,0,LP001,1,1,1,1,1,1,6,12,0,5,1,7,1,1,1,NEW,2008,Ferrari,F2,1,1,1,2006,Farmington,NM
975,16,1,28,0,0,0,0,0,1,0,1,35.5,0,LP003,1,1,1,1,1,1,6,7,0,3,1,5,1,1,1,NEW,2009,Audi,A6,1,1,1,2005,Meas,AZ
800,22,6,7,0,0,0,0,0,0,0,1,140.22,0,LP008,1,1,1,1,1,1,6,13,0,7,1,5,1,1,1,NEW,2008,BMW,Z4,1,1,1,2003,Elberta,AL
612,23,4,30,0,0,0,0,0,0,0,1,50.28,0,LP002,1,1,1,1,1,1,6,14,0,4,1,5,1,1,1,NEW,2009,Chevrolet,Silverado,1,1,1,2003,Marion,AR
683,18,4,2,0,0,0,0,0,0,0,1,1326.63,0,LP005,1,1,1,1,1,1,6,8,0,5,1,5,1,1,1,NEW,2009,Honda,Fit,1,1,1,2000,Elberta,AL
976,11,3,27,0,0,0,0,0,0,0,1,145.94,0,LP010,1,1,1,1,1,1,6,13,0,5,1,5,1,1,1,USED,2002,Lotus,L1,1,1,1,2005,North Pole,AK
404,17,4,23,0,0,0,0,0,0,0,1,44.67,0,LP005,1,1,1,1,1,1,6,12,0,7,1,11,1,1,1,NEW,2008,Ferrari,F2,1,1,1,2002,Conway,AR
451,3,1,31,0,0,0,0,0,0,0,1,36.51,0,LP005,1,1,1,1,1,1,6,5,0,7,1,3,1,1,1,NEW,2008,Lotus,L2,1,1,1,2004,Los Angeles,CA
148,19,3,15,0,0,0,0,0,0,0,1,29.14,0,LP010,1,1,1,1,1,1,6,7,0,6,1,5,1,1,1,NEW,2009,Acura,RL,1,1,1,2002,Valencia,CA
681,15,2,2,0,0,0,0,0,0,0,1,2639.64,0,LP007,1,1,1,1,1,1,6,16,0,5,1,8,1,1,1,NEW,2008,Jaguar,S-Type,1,1,1,2005,New York,NY
952,15,5,2,0,0,0,0,1,0,0,1,31.95,0,LP004,1,1,1,1,1,1,6,8,0,6,1,6,1,1,1,NEW,2008,Volvo,S60,1,1,1,1998,Globe,AZ
862,11,1,22,0,0,0,0,0,1,0,1,53.55,0,LP004,1,1,1,1,1,1,6,12,0,5,1,6,1,1,2,NEW,2008,Ferrari,F2,1,1,1,1999,Globe,AZ
592,21,7,31,0,0,0,0,1,0,0,1,128.94,0,LP009,1,1,1,1,1,1,6,8,0,6,1,7,1,1,1,NEW,2008,Honda,Accord2,1,1,1,2001,North Pole,AK
362,18,5,4,0,0,0,0,0,1,0,1,28.49,0,LP005,1,1,1,1,1,1,6,12,0,7,1,7,1,1,1,NEW,2009,Suzuki,Reno,1,1,1,1998,Farmington,NM
791,15,3,2,0,0,0,0,0,1,0,1,50.61,0,LP004,1,1,1,1,1,1,6,9,0,5,1,6,1,1,1,NEW,2008,Honda,Accord2,1,1,1,2006,San Francisco,CA
1214,9,6,25,0,0,0,0,0,1,0,1,35.89,0,LP001,1,1,1,1,1,1,6,19,0,5,1,6,1,1,1,NEW,2008,Suzuki,Aerio,1,1,1,1999,Elberta,AL
1215,10,5,9,0,0,0,0,0,0,0,1,80.42,0,LP007,1,1,1,1,1,1,6,9,0,5,1,9,1,1,1,NEW,2008,Toyota,Avalon,1,1,1,2001,North Pole,AK
977,16,7,12,0,0,0,0,0,0,0,1,144.53,0,LP004,1,1,1,1,1,0,5,8,0,4,1,5,1,1,1,NEW,2008,Suzuki,XL7,1,1,1,1999,Hondo,NM
792,15,6,4,0,0,0,0,0,0,0,1,51.01,0,LP007,1,1,1,1,1,1,6,8,0,5,1,6,1,1,1,NEW,2008,Jaguar,X-Type,1,1,1,2008,Lake City,AR
109,22,1,27,0,0,0,0,1,0,0,1,32.36,0,LP004,1,1,1,1,1,1,6,5,0,5,1,9,1,1,1,NEW,2009,Jaguar,X-Type,1,1,1,2001,Wassila,AK
110,12,4,11,0,0,0,0,0,0,0,1,38.1,0,LP001,1,1,1,1,1,1,6,8,0,3,1,6,1,1,1,NEW,2008,Toyota,Highlander,1,1,1,1996,Courtland,CA
801,8,2,30,0,0,0,0,0,0,0,1,29.04,0,LP001,1,1,1,1,1,1,6,7,0,8,1,8,1,1,1,NEW,2008,Suzuki,Aerio,1,1,1,2006,Wassila,AK
513,12,2,21,0,0,0,0,0,0,0,1,2526.16,0,LP010,1,1,1,1,1,1,6,9,0,7,1,5,1,1,1,NEW,2008,Mercedes Benz,C Class,1,1,1,2001,San Francisco,CA
523,21,7,28,0,0,0,1,0,0,0,1,235.42,0,LP005,1,1,1,1,1,1,6,10,0,4,1,4,1,1,1,USED,1999,Chevrolet,TrailBlazer,1,1,1,2004,Payson,AZ
327,15,5,24,0,1,0,0,0,0,0,1,53.14,0,LP010,1,1,1,1,1,1,6,8,0,7,1,8,1,1,1,NEW,2008,BMW,Z4,1,1,1,2005,Albany,NY
1042,15,4,25,0,0,0,1,0,0,0,1,1250.92,0,LP007,1,1,1,1,1,1,6,11,0,9,1,6,1,1,1,USED,2001,Hyundai,Accent,1,1,1,1996,Wassila,AK
1271,22,3,27,0,0,0,0,0,0,0,1,49.5,0,LP007,1,1,1,1,1,1,6,9,0,8,1,6,1,1,2,NEW,2008,Honda,Accord1,1,1,1,2008,Hondo,NM
978,22,5,19,0,0,0,0,1,0,0,1,51.43,1,LP010,1,1,1,1,1,1,6,12,0,3,1,5,1,1,1,USED,2002,BMW,3 Series,1,1,1,1998,San Francisco,CA
195,11,4,9,0,0,0,0,0,1,0,1,15.9,0,LP010,1,1,1,1,1,1,6,8,0,5,1,7,1,1,2,NEW,2008,Hyundai,Accent,1,1,1,2004,Globe,AZ
155,17,6,4,0,0,0,0,0,1,0,1,27.264,0,LP007,1,1,1,1,1,1,6,8,0,5,1,6,1,1,1,NEW,2008,Suzuki,Aerio,1,1,1,2006,Globe,AZ
1272,17,6,4,0,0,0,0,0,1,0,1,27.264,0,LP009,1,1,1,1,1,1,6,8,0,5,1,6,1,1,1,NEW,2008,Toyota,Highlander,1,1,1,1998,San Francisco,CA
979,19,7,21,0,0,0,0,0,1,0,1,27.264,0,LP008,1,1,1,1,1,1,6,9,0,8,1,9,1,1,1,NEW,2008,Acura,RL,1,1,1,2006,Wassila,AK
855,9,6,20,0,0,0,0,1,0,0,1,19.68,0,LP005,1,1,1,1,1,1,6,7,0,7,1,4,1,1,1,USED,1995,Audi,A6,1,1,1,2007,Las Vegas,NM
684,19,4,11,0,0,0,0,0,1,0,1,22.53,0,LP001,1,1,1,1,1,1,6,9,0,7,1,7,1,1,2,NEW,2008,Jaguar,XF,1,1,1,2000,Lake City,AR
557,19,7,4,0,0,0,0,0,1,0,1,15.59,0,LP001,1,1,1,1,1,1,6,7,0,5,1,6,1,1,1,NEW,2008,Audi,A3,1,1,1,2006,Courtland,CA
680,12,7,24,0,0,0,0,0,1,0,1,16.41,0,LP007,1,1,1,1,1,1,6,8,0,5,1,7,1,1,2,NEW,2008,BMW,7 Series,1,1,1,2000,Globe,AZ
191,15,2,11,0,0,0,0,0,1,0,1,12.35,0,LP010,1,1,1,1,1,1,6,10,0,5,1,7,1,1,2,NEW,2008,Volvo,S60,1,1,1,2000,Meas,AZ
507,23,4,4,0,0,0,0,0,1,0,1,27.264,0,LP005,1,1,1,1,1,1,6,10,0,5,1,10,1,1,1,NEW,2008,Acura,TL,1,1,1,2007,Valencia,CA
893,2,7,27,0,0,0,0,0,1,0,1,27.264,0,LP007,1,1,1,1,1,1,6,7,0,4,1,7,1,1,1,NEW,2009,Honda,Accord2,1,1,1,1998,New York,NY
804,18,5,29,0,0,0,0,0,1,1,0,10.69,0,LP002,1,1,1,1,1,1,6,8,0,5,1,6,1,1,1,NEW,2008,Honda,Accord1,1,1,1,1996,Conway,AR
196,2,4,6,0,0,0,0,1,0,0,1,47.48,0,LP008,1,1,1,1,1,1,6,12,0,7,1,7,1,1,1,USED,2005,Toyota,Avalon,1,1,1,2006,Meas,AZ
962,2,1,1,0,0,0,0,0,1,0,1,17.88,0,LP004,1,1,1,1,1,0,5,8,0,6,1,5,1,1,1,NEW,2008,Jaguar,S-Type,1,1,1,2004,Elberta,AL
803,14,3,8,0,0,0,0,0,1,0,1,22.08,0,LP003,1,1,1,1,1,1,6,9,0,4,1,8,1,1,1,NEW,2008,BMW,3 Series,1,1,1,1997,Conway,AR
387,23,6,25,0,0,0,0,0,1,0,1,27.264,0,LP006,1,1,1,1,1,1,6,14,0,4,1,4,1,1,1,NEW,2008,Suzuki,XL7,1,1,1,2008,Globe,AZ
980,23,2,23,0,0,0,0,0,1,0,1,27.264,0,LP008,1,1,1,1,1,1,6,15,0,7,1,6,1,1,1,NEW,2008,Audi,A3,1,1,1,1997,Valencia,CA
981,21,2,16,0,0,0,0,0,1,0,1,42.52,0,LP010,1,1,1,1,1,1,6,8,0,5,1,7,1,1,1,NEW,2009,Audi,A3,1,1,1,2001,New York,NY
1213,6,3,3,0,0,0,0,0,1,0,1,10.12,0,LP009,1,1,1,1,1,1,6,11,0,6,1,6,1,1,1,NEW,2008,Mercedes Benz,E Class,1,1,1,2006,New York,NY
863,13,5,3,0,0,0,0,1,0,0,1,5.04,0,LP001,1,1,1,1,1,1,6,10,0,4,1,7,1,1,1,NEW,2008,Mercedes Benz,C Class,1,1,1,1998,Hondo,NM
789,2,5,17,0,0,0,0,0,1,0,1,28.93,0,LP001,1,1,1,1,1,1,6,11,0,4,1,7,1,1,1,NEW,2008,Honda,Accord1,1,1,1,2003,Courtland,CA
802,15,1,21,0,0,0,0,0,1,0,1,37.36,0,LP005,1,1,1,1,1,1,6,8,0,8,1,8,1,1,1,NEW,2008,Audi,A8,1,1,1,2008,Meas,AZ
790,13,1,5,0,0,0,0,0,1,0,1,46.48,0,LP010,1,1,1,1,1,1,6,11,0,7,1,7,1,1,1,NEW,2009,BMW,7 Series,1,1,1,2001,Farmington,NM
996,12,3,15,0,0,0,0,0,1,0,1,46.79,0,LP006,1,1,1,1,1,1,6,11,0,5,1,5,1,1,2,NEW,2008,Lotus,L1,1,1,1,1997,Lake City,AR
7,22,1,21,0,0,0,0,0,1,0,1,40.57,0,LP008,1,1,1,1,1,1,6,7,0,5,1,5,1,1,1,NEW,2009,Toyota,Highlander,1,1,1,2007,Valencia,CA
111,16,3,23,0,0,0,0,0,1,0,1,29.29,0,LP004,1,1,1,1,1,1,6,12,0,6,1,7,1,1,1,NEW,2009,Suzuki,Aerio,1,1,1,1997,Elberta,AL
856,12,6,6,0,0,0,0,0,1,0,1,33.5,0,LP002,1,1,1,1,1,1,6,8,0,6,1,5,1,1,2,NEW,2008,Honda,Fit,1,1,1,2003,Wassila,AK
114,13,6,1,0,0,0,0,0,1,0,1,47.31,0,LP001,1,1,1,1,1,1,6,15,0,7,1,6,1,1,2,NEW,2008,Volvo,C70,1,1,1,2006,Marion,AR
115,16,1,28,0,0,0,0,0,1,0,1,35.5,0,LP008,1,1,1,1,1,1,6,7,0,3,1,5,1,1,1,NEW,2009,Lexus,ES,1,1,1,2003,San Francisco,CA
613,10,7,11,0,0,0,0,0,1,0,1,35.15,0,LP003,1,1,1,1,1,1,6,10,0,4,1,5,1,1,1,NEW,2008,Acura,TSX,1,1,1,1999,Albany,NY
429,22,4,24,0,0,0,0,0,1,0,1,38.39,0,LP008,1,1,1,1,1,1,6,12,0,6,1,7,1,1,1,NEW,2009,Acura,TSX,1,1,1,2008,North Pole,AK
405,21,2,4,0,0,0,0,0,1,0,1,9.68,0,LP009,1,1,1,1,1,1,6,7,0,8,1,4,1,1,2,NEW,2008,Acura,RL,1,1,1,2000,Las Vegas,NM
227,3,7,7,0,0,0,0,0,1,0,1,9.87,0,LP004,1,1,1,1,1,1,6,10,0,8,1,6,1,1,1,NEW,2008,Acura,TL,1,1,1,2006,New York,NY
561,17,1,3,0,0,0,0,0,1,0,1,31.85,0,LP004,1,1,1,1,1,1,6,10,0,7,1,7,1,1,2,NEW,2008,Acura,TL,1,1,1,2002,Los Angeles,CA
953,17,4,24,0,0,0,0,0,1,0,1,19.32,0,LP002,1,1,1,1,1,1,6,12,0,9,1,3,1,1,1,NEW,2008,Audi,A8,1,1,1,2008,Albany,NY
193,22,5,25,0,0,0,0,0,1,0,1,27.264,0,LP002,1,1,1,1,1,1,6,11,0,6,1,5,1,1,1,NEW,2008,Suzuki,Aerio,1,1,1,2006,San Francisco,CA
452,13,7,25,0,0,0,0,0,1,0,1,27.264,0,LP008,1,1,1,1,1,1,6,9,0,7,1,6,1,1,1,NEW,2008,Jaguar,XF,1,1,1,2004,Globe,AZ
156,15,1,7,0,0,0,0,1,0,0,1,51.24,0,LP009,1,1,1,1,1,1,6,9,0,8,1,8,1,1,1,NEW,2009,Lotus,L1,1,1,1,2004,Marion,AR
679,11,7,14,0,0,0,0,0,1,0,1,9.76,0,LP007,1,1,1,1,1,1,6,8,0,7,1,8,1,1,1,NEW,2008,Lotus,L1,1,1,1,2004,Farmington,NM
593,16,1,27,0,0,0,0,0,1,0,1,6.99,0,LP010,1,1,1,1,1,1,6,15,0,8,1,7,1,1,2,NEW,2008,Audi,A6,1,1,1,1996,Hondo,NM
894,13,4,21,0,0,0,0,0,1,0,1,2.36,0,LP003,1,1,1,1,1,0,5,8,0,6,1,5,1,1,1,NEW,2007,Jaguar,S-Type,1,1,1,2008,Meas,AZ
168,13,2,4,0,1,0,0,0,0,0,1,42.84,0,LP006,1,1,1,1,1,1,6,6,0,5,1,6,1,1,1,NEW,2008,Honda,Accord2,1,1,1,1996,Los Angeles,CA
112,16,1,8,0,0,0,0,0,0,0,1,31.11,0,LP010,1,1,1,1,1,1,6,14,0,7,1,5,1,1,1,NEW,2008,BMW,3 Series,1,1,1,1996,Meas,AZ
